matagent,severity,nace_r2,sex,age,unit,time\geo	EU28 	EU27 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	SE 	UK 	NO 	CH 
MAT_0100,D_GE4,A_C-N,T,Y25-54,NR,2014	209433 	208663 	4690 	171 	0 	0 	74176 	589 	0 	0 	36083 	41044 	770 	30941 	0 	106 	0 	0 	2300 	46 	0 	6450 	4978 	4342 	204 	0 	776 	1768 	0 	0 	2920 
MAT_0100,D_GE4,A_C-N,T,Y25-54,PC,2014	12.14 	12.15 	13.41 	13.23 	0 	0 	15.64 	17.12 	0 	0 	15.23 	11.7 	11.1 	16.25 	0 	11.53 	0 	0 	20.34 	2.78 	0 	18.34 	11.33 	5.08 	8.6 	0 	14.8 	12.5 	0 	0 	5.88 
MAT_0100,D_GE4,A_C-N,T,Y25-54,RT_INC,2014	194.19 	194.89 	205.4 	10.84 	0 	0 	313.29 	180.98 	0 	0 	472.37 	372.34 	97.99 	244.06 	0 	22.23 	0 	0 	113.08 	52.53 	0 	297.57 	55.1 	187.67 	6.24 	0 	56.42 	89.57 	0 	0 	144.58 
MAT_0100,D_GE4,A_C-N,T,Y_GE55,NR,2014	51179 	51013 	583 	64 	0 	0 	22575 	271 	0 	0 	6236 	7117 	166 	8840 	0 	57 	0 	0 	587 	5 	0 	1265 	1335 	1166 	39 	0 	202 	671 	0 	0 	700 
MAT_0100,D_GE4,A_C-N,T,Y_GE55,PC,2014	15.41 	15.42 	16.59 	19.57 	0 	0 	19.69 	25.11 	0 	0 	18.93 	15.61 	14.14 	20.78 	0 	21.76 	0 	0 	29.34 	1.6 	0 	22.29 	16.12 	7.88 	10.21 	0 	19.55 	15.14 	0 	0 	8.54 
MAT_0100,D_GE4,A_C-N,T,Y_GE55,RT_INC,2014	225.77 	226.22 	179.85 	20.43 	0 	0 	341.5 	303.3 	0 	0 	695.8 	438.39 	140 	360.83 	0 	50.48 	0 	0 	180.84 	28.62 	0 	331.78 	72.9 	183.35 	10.47 	0 	89.23 	130.03 	0 	0 	129.76 
MAT_0100,D_GE4,A_C-N,T,Y_LT25,NR,2014	28056 	27998 	746 	8 	0 	0 	12238 	74 	0 	0 	2509 	7211 	58 	2102 	0 	15 	0 	0 	316 	5 	0 	1478 	560 	414 	25 	0 	89 	208 	0 	0 	701 
MAT_0100,D_GE4,A_C-N,T,Y_LT25,PC,2014	9.06 	9.07 	10.57 	5.26 	0 	0 	10.66 	8.47 	0 	0 	13.96 	10.09 	6.71 	12.17 	0 	6.58 	0 	0 	12.12 	1.64 	0 	12.19 	7.77 	4.2 	7.23 	0 	8.19 	7.48 	0 	0 	4.41 
MAT_0100,D_GE4,A_C-N,T,Y_LT25,RT_INC,2014	201.47 	201.94 	276.74 	6.25 	0 	0 	340.8 	192.87 	0 	0 	476.13 	502.35 	95.32 	271.88 	0 	25.81 	0 	0 	159.04 	26.76 	0 	361.09 	58.03 	206.46 	12.87 	0 	72.02 	55.48 	0 	0 	176.19 
MAT_0100,D_GE4,A_C-N,UNK,TOTAL,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,TOTAL,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,Y25-54,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,Y25-54,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,Y_GE55,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,Y_GE55,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,A_C-N,UNK,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,F,TOTAL,NR,2014	52 	52 	0 	1 	0 	0 	15 	2 	0 	0 	6 	2 	0 	9 	0 	0 	0 	0 	0 	0 	0 	0 	7 	6 	0 	0 	3 	1 	0 	0 	0 
MAT_0100,D_GE4,B,F,TOTAL,PC,2014	18.53 	18.73 	0 	16.67 	0 	0 	21.36 	50 	0 	0 	11.76 	9.09 	0 	45 	0 	0 	0 	0 	0 	0 	0 	0 	25 	48.7 	0 	0 	60 	11.11 	0 	0 	0 
MAT_0100,D_GE4,B,F,TOTAL,RT_INC,2014	45.3 	45.58 	0 	18.91 	0 	0 	124.44 	681.56 	0 	0 	243.11 	59.22 	0 	230.03 	0 	0 	0 	0 	0 	0 	0 	0 	39.58 	611.28 	0 	0 	218.8 	78.11 	0 	0 	0 
MAT_0100,D_GE4,B,F,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,F,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,F,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,F,Y25-54,NR,2014	40 	40 	0 	0 	0 	0 	15 	0 	0 	0 	6 	2 	0 	5 	0 	0 	0 	0 	0 	0 	0 	0 	3 	6 	0 	0 	2 	1 	0 	0 	0 
MAT_0100,D_GE4,B,F,Y25-54,PC,2014	18.54 	18.71 	0 	0 	0 	0 	27.16 	0 	0 	0 	12.24 	10.53 	0 	35.71 	0 	0 	0 	0 	0 	0 	0 	0 	15.79 	100 	0 	0 	66.67 	12.5 	0 	0 	0 
MAT_0100,D_GE4,B,F,Y25-54,RT_INC,2014	42.4 	42.7 	0 	0 	0 	0 	199.81 	0 	0 	0 	274.16 	67.02 	0 	157.45 	0 	0 	0 	0 	0 	0 	0 	0 	20.36 	644.45 	0 	0 	188.93 	102.92 	0 	0 	0 
MAT_0100,D_GE4,B,F,Y_GE55,NR,2014	12 	12 	0 	1 	0 	0 	0 	2 	0 	0 	0 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	4 	0 	0 	0 	1 	0 	0 	0 	0 
MAT_0100,D_GE4,B,F,Y_GE55,PC,2014	27.78 	28.44 	0 	33.33 	0 	0 	0 	100 	0 	0 	0 	0 	0 	66.67 	0 	0 	0 	0 	0 	0 	0 	0 	44.44 	0 	0 	0 	100 	0 	0 	0 	0 
MAT_0100,D_GE4,B,F,Y_GE55,RT_INC,2014	73.34 	73.46 	0 	66.69 	0 	0 	0 	0 	0 	0 	0 	0 	0 	542.81 	0 	0 	0 	0 	0 	0 	0 	0 	154.31 	0 	0 	0 	319.99 	0 	0 	0 	0 
MAT_0100,D_GE4,B,F,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,F,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,F,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,M,TOTAL,NR,2014	873 	872 	15 	9 	0 	0 	238 	20 	0 	0 	212 	102 	1 	59 	0 	1 	0 	0 	1 	1 	0 	17 	121 	54 	8 	0 	3 	12 	0 	0 	0 
MAT_0100,D_GE4,B,M,TOTAL,PC,2014	8.58 	8.59 	19.48 	5.49 	0 	0 	16.87 	36.3 	0 	0 	8.81 	16.22 	3.85 	12.48 	0 	20 	0 	0 	1.09 	16.67 	0 	14.29 	5.45 	7.56 	11.27 	0 	1.59 	18 	0 	0 	0 
MAT_0100,D_GE4,B,M,TOTAL,RT_INC,2014	160.33 	161.56 	610.5 	34.98 	0 	0 	274.45 	504.65 	0 	0 	1073.85 	489.58 	20.94 	168.4 	0 	40.55 	0 	0 	12.19 	251.57 	0 	334.82 	82.18 	471.81 	88.86 	0 	36.55 	160.61 	0 	0 	0 
MAT_0100,D_GE4,B,M,UNK,NR,2014	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,M,UNK,PC,2014	22.73 	22.73 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	50 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,M,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,M,Y25-54,NR,2014	690 	690 	14 	8 	0 	0 	161 	14 	0 	0 	191 	83 	0 	47 	0 	1 	0 	0 	1 	1 	0 	16 	104 	31 	6 	0 	3 	9 	0 	0 	0 
MAT_0100,D_GE4,B,M,Y25-54,PC,2014	8.25 	8.27 	21.21 	5.48 	0 	0 	17.4 	37.57 	0 	0 	8.46 	16.9 	0 	13.07 	0 	50 	0 	0 	1.27 	16.67 	0 	16.67 	5.34 	5.56 	9.23 	0 	1.97 	21.88 	0 	0 	0 
MAT_0100,D_GE4,B,M,Y25-54,RT_INC,2014	162.14 	163.69 	722.39 	41.97 	0 	0 	246.05 	513.94 	0 	0 	1092.59 	538.63 	0 	179.02 	0 	53.74 	0 	0 	17.09 	316.71 	0 	389.97 	86.98 	329.71 	74.87 	0 	46.91 	162.74 	0 	0 	0 
MAT_0100,D_GE4,B,M,Y_GE55,NR,2014	117 	116 	0 	0 	0 	0 	46 	6 	0 	0 	16 	9 	1 	10 	0 	0 	0 	0 	0 	0 	0 	0 	7 	18 	2 	0 	0 	1 	0 	0 	0 
MAT_0100,D_GE4,B,M,Y_GE55,PC,2014	9.78 	9.75 	0 	0 	0 	0 	12.71 	46.15 	0 	0 	14.29 	10.47 	16.67 	10.39 	0 	0 	0 	0 	0 	0 	0 	0 	6.31 	15.9 	33.33 	0 	0 	7.69 	0 	0 	0 
MAT_0100,D_GE4,B,M,Y_GE55,RT_INC,2014	131.08 	130.81 	0 	0 	0 	0 	277.05 	532.44 	0 	0 	883.29 	165.91 	172.56 	127.34 	0 	0 	0 	0 	0 	0 	0 	0 	43 	1322.24 	209.53 	0 	0 	89.25 	0 	0 	0 
MAT_0100,D_GE4,B,M,Y_LT25,NR,2014	66 	66 	1 	1 	0 	0 	31 	0 	0 	0 	5 	10 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	10 	5 	0 	0 	0 	1 	0 	0 	0 
MAT_0100,D_GE4,B,M,Y_LT25,PC,2014	10.59 	10.61 	16.67 	8.33 	0 	0 	25.14 	0 	0 	0 	14.29 	19.23 	0 	6.67 	0 	0 	0 	0 	0 	0 	0 	10 	6.17 	11.31 	0 	0 	0 	20 	0 	0 	0 
MAT_0100,D_GE4,B,M,Y_LT25,RT_INC,2014	218 	219.37 	418.19 	55.48 	0 	0 	670.81 	0 	0 	0 	1113.07 	0 	0 	107.64 	0 	0 	0 	0 	0 	0 	0 	946.28 	87.71 	718.82 	0 	0 	0 	550.22 	0 	0 	0 
MAT_0100,D_GE4,B,T,TOTAL,NR,2014	925 	924 	15 	10 	0 	0 	253 	22 	0 	0 	218 	104 	1 	68 	0 	1 	0 	0 	1 	1 	0 	17 	128 	59 	8 	0 	6 	13 	0 	0 	0 
MAT_0100,D_GE4,B,T,TOTAL,PC,2014	8.85 	8.86 	19.48 	5.88 	0 	0 	17.08 	37.24 	0 	0 	8.87 	15.98 	3.45 	13.8 	0 	20 	0 	0 	1.08 	14.29 	0 	14.17 	5.69 	8.21 	10.96 	0 	3.09 	16.95 	0 	0 	0 
MAT_0100,D_GE4,B,T,TOTAL,RT_INC,2014	140.21 	141.24 	551.27 	32.24 	0 	0 	255.75 	517.08 	0 	0 	981.54 	429.56 	18.17 	174.59 	0 	31.64 	0 	0 	9.45 	251.57 	0 	273 	77.61 	482.2 	16.54 	0 	62.64 	145.27 	0 	0 	0 
MAT_0100,D_GE4,B,T,UNK,NR,2014	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,T,UNK,PC,2014	15.36 	15.36 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	50 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,T,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,T,Y25-54,NR,2014	730 	730 	14 	8 	0 	0 	177 	14 	0 	0 	197 	85 	0 	52 	0 	1 	0 	0 	1 	1 	0 	16 	107 	37 	6 	0 	5 	10 	0 	0 	0 
MAT_0100,D_GE4,B,T,Y25-54,PC,2014	8.51 	8.53 	21.21 	5.37 	0 	0 	17.96 	35.6 	0 	0 	8.54 	16.67 	0 	13.92 	0 	50 	0 	0 	1.25 	14.29 	0 	16.67 	5.44 	6.51 	8.96 	0 	3.23 	20 	0 	0 	0 
MAT_0100,D_GE4,B,T,Y25-54,RT_INC,2014	140.28 	141.56 	646.52 	35.45 	0 	0 	241.18 	462.64 	0 	0 	1001.53 	462.12 	0 	176.7 	0 	43.11 	0 	0 	13.65 	316.71 	0 	332.84 	79.67 	356.42 	14.11 	0 	67.08 	151.71 	0 	0 	0 
MAT_0100,D_GE4,B,T,Y_GE55,NR,2014	129 	128 	0 	1 	0 	0 	46 	8 	0 	0 	16 	9 	1 	14 	0 	0 	0 	0 	0 	0 	0 	0 	11 	18 	2 	0 	1 	1 	0 	0 	0 
MAT_0100,D_GE4,B,T,Y_GE55,PC,2014	10.41 	10.39 	0 	11.11 	0 	0 	12.71 	53.33 	0 	0 	14.04 	10.23 	14.29 	13.69 	0 	0 	0 	0 	0 	0 	0 	0 	9.17 	15.12 	33.33 	0 	10 	7.69 	0 	0 	0 
MAT_0100,D_GE4,B,T,Y_GE55,RT_INC,2014	122.11 	121.87 	0 	15.71 	0 	0 	232.28 	709.92 	0 	0 	773.52 	154.7 	163.38 	162.98 	0 	0 	0 	0 	0 	0 	0 	0 	58.29 	1278.67 	34.46 	0 	95.63 	76.6 	0 	0 	0 
MAT_0100,D_GE4,B,T,Y_LT25,NR,2014	66 	66 	1 	1 	0 	0 	31 	0 	0 	0 	5 	10 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	10 	5 	0 	0 	0 	1 	0 	0 	0 
MAT_0100,D_GE4,B,T,Y_LT25,PC,2014	10.23 	10.25 	16.67 	8.33 	0 	0 	22.33 	0 	0 	0 	14.29 	18.87 	0 	6.67 	0 	0 	0 	0 	0 	0 	0 	10 	6.17 	11.31 	0 	0 	0 	16.67 	0 	0 	0 
MAT_0100,D_GE4,B,T,Y_LT25,RT_INC,2014	192.11 	193.23 	417.8 	47.91 	0 	0 	509.49 	0 	0 	0 	1060.16 	0 	0 	107.64 	0 	0 	0 	0 	0 	0 	0 	276.24 	85.07 	718.82 	0 	0 	0 	327.52 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,TOTAL,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,TOTAL,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,Y25-54,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,Y25-54,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,Y_GE55,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,Y_GE55,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,B,UNK,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,C,F,TOTAL,NR,2014	16033 	15974 	205 	40 	0 	0 	8299 	147 	0 	0 	1113 	2311 	59 	1716 	0 	17 	0 	0 	389 	1 	0 	325 	695 	448 	35 	0 	129 	104 	0 	0 	60 
MAT_0100,D_GE4,C,F,TOTAL,PC,2014	15.83 	15.86 	16.82 	21.86 	0 	0 	24.33 	17.64 	0 	0 	12.46 	15.04 	10.05 	20.82 	0 	12.88 	0 	0 	22.7 	2.63 	0 	18.52 	12.13 	5.93 	12.92 	0 	16.13 	11.75 	0 	0 	3.29 
MAT_0100,D_GE4,C,F,TOTAL,RT_INC,2014	167.84 	168.65 	163.53 	14.35 	0 	0 	355.65 	317.24 	0 	0 	264 	300 	72.7 	156.91 	0 	35.37 	0 	0 	125.39 	16.66 	0 	183.82 	79.25 	149.88 	5.66 	0 	70.81 	87.89 	0 	0 	35.53 
MAT_0100,D_GE4,C,F,UNK,NR,2014	11 	11 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	6 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,C,F,UNK,PC,2014	23.27 	24.28 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	44 	0 	0 	0 	0 	0 	0 	0 	0 	0 	27.06 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,C,F,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,C,F,Y25-54,NR,2014	10823 	10778 	160 	28 	0 	0 	5152 	90 	0 	0 	891 	1623 	45 	1281 	0 	7 	0 	0 	276 	1 	0 	242 	488 	334 	30 	0 	95 	79 	0 	0 	40 
MAT_0100,D_GE4,C,F,Y25-54,PC,2014	14.59 	14.62 	16.08 	19.72 	0 	0 	23.39 	15.92 	0 	0 	11.9 	13.92 	9.24 	19.29 	0 	8.14 	0 	0 	21.77 	3.7 	0 	19.82 	10.72 	5.57 	13.04 	0 	15.47 	12.53 	0 	0 	3.44 
MAT_0100,D_GE4,C,F,Y25-54,RT_INC,2014	143.08 	143.92 	153.22 	12.55 	0 	0 	308.18 	268.14 	0 	0 	244.05 	267.87 	59.56 	137.07 	0 	19.05 	0 	0 	112.5 	21.6 	0 	174.87 	67.69 	132.77 	5.56 	0 	62.62 	92.02 	0 	0 	33.04 
MAT_0100,D_GE4,C,F,Y_GE55,NR,2014	4149 	4139 	33 	12 	0 	0 	2528 	54 	0 	0 	199 	475 	10 	385 	0 	9 	0 	0 	90 	0 	0 	47 	165 	92 	4 	0 	26 	20 	0 	0 	20 
MAT_0100,D_GE4,C,F,Y_GE55,PC,2014	24.94 	24.98 	24.63 	34.29 	0 	0 	34.08 	28.4 	0 	0 	17.17 	21.29 	16.39 	30.26 	0 	28.13 	0 	0 	39.3 	0 	0 	29.94 	23.98 	10.6 	20 	0 	27.08 	10.95 	0 	0 	5.54 
MAT_0100,D_GE4,C,F,Y_GE55,RT_INC,2014	315.65 	315.64 	260.48 	27.21 	0 	0 	593.84 	501.53 	0 	0 	467.65 	460.18 	320.7 	313.4 	0 	105.1 	0 	0 	205.91 	0 	0 	359.42 	160.68 	331.39 	8.03 	0 	133.68 	87.84 	0 	0 	75.2 
MAT_0100,D_GE4,C,F,Y_LT25,NR,2014	1050 	1046 	12 	0 	0 	0 	619 	3 	0 	0 	23 	213 	4 	44 	0 	1 	0 	0 	23 	0 	0 	36 	42 	16 	1 	0 	8 	5 	0 	0 	0 
MAT_0100,D_GE4,C,F,Y_LT25,PC,2014	10.06 	10.06 	13.33 	0 	0 	0 	13.25 	3.85 	0 	0 	8.01 	14.44 	10.81 	13.94 	0 	7.14 	0 	0 	10.6 	0 	0 	9.55 	8.61 	2.39 	4.76 	0 	8.89 	7.02 	0 	0 	0 
MAT_0100,D_GE4,C,F,Y_LT25,RT_INC,2014	155.73 	155.71 	145.1 	0 	0 	0 	262.21 	149.12 	0 	0 	164.79 	347.83 	161.43 	123.02 	0 	36.42 	0 	0 	108.61 	0 	0 	142.04 	78.68 	80.51 	3.43 	0 	72.59 	52.24 	0 	0 	0 
MAT_0100,D_GE4,C,M,TOTAL,NR,2014	48371 	48194 	913 	43 	0 	0 	23778 	164 	0 	0 	5228 	5846 	177 	7016 	0 	31 	0 	0 	762 	12 	0 	1493 	1433 	837 	38 	0 	257 	342 	0 	0 	361 
MAT_0100,D_GE4,C,M,TOTAL,PC,2014	9.33 	9.34 	9.77 	9.51 	0 	0 	13.3 	8.7 	0 	0 	9.86 	8.68 	7.22 	11.68 	0 	7.56 	0 	0 	14.39 	2.15 	0 	11.95 	6.95 	3.06 	4.11 	0 	9.43 	8.26 	0 	0 	2.93 
